,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label,gmm_id,weights
5103,0.6108,0.6483,0.4195,0.5041,0.3311,0.2453,0.4305,0.3059,0.3372,1.2442,0.2813,0.1572,0.9408,0.0652,1.0532,0.341,0.7714,0.4245,1.1531,0.4569,0.7479,0.1379,0.722,0.4382,1.0067,0.3299,0.6936,-0.2557,0.1537,0.3746,0.6252,0.5655,0.3677,0.5497,1.0525,-0.0183,0.1232,-0.1406,0.3168,0.3057,-0.0949,0.3635,-0.0523,-0.1717,0.556,0.4715,0.4842,0.8086,0.67,0.2363,4,9,1.0
7336,0.091,0.767,0.424,-0.12,0.1254,0.015,0.5867,0.1142,0.1105,0.6047,0.4808,0.1829,-0.0456,0.6461,0.2946,0.2735,0.4002,0.394,0.2071,0.7411,0.413,0.1269,0.9379,0.614,0.795,0.2463,0.0626,0.5296,1.105,0.2944,0.0481,0.1503,0.3519,0.6656,1.0096,0.1329,0.655,1.1402,0.1753,0.1776,-0.2895,0.368,0.7593,0.2385,0.6869,-0.2148,0.6168,0.8324,0.2238,0.8147,6,9,1.0
5339,0.8709,0.6749,0.2839,0.5775,0.335,-0.0381,0.4342,0.4185,0.4289,0.702,0.7087,0.0319,1.0945,0.5579,0.5938,-0.181,0.6812,0.0997,0.4946,0.2473,0.4442,-0.1007,1.094,0.3179,0.6903,0.2555,0.582,1e-04,0.1293,0.6607,1.5024,0.3481,0.3412,0.5021,0.7392,0.0918,0.1667,0.3542,0.176,0.1806,-0.1845,0.5352,0.2046,0.2833,0.874,0.2569,0.6352,0.8381,1.0315,0.5098,4,9,1.0
2056,0.5593,0.4409,0.9621,0.5101,0.3144,-0.051,0.8692,0.7591,0.8929,0.4385,0.7165,0.6929,0.3387,0.5014,0.7006,0.4844,0.9645,0.3216,-0.5014,0.9312,0.4205,0.2019,0.2969,0.3797,0.4318,0.4884,0.4077,1.1455,-0.3106,0.6498,0.8657,0.3433,0.7294,0.2206,-0.3106,0.7591,0.4421,1.4076,0.0899,0.8142,0.9621,0.8858,0.8727,0.3765,0.734,0.9963,1.8096,0.3989,0.3802,1.0949,1,9,1.0
5652,0.501,0.7901,0.6414,0.5359,0.3945,0.2209,0.9443,0.4002,0.3195,0.2521,1.0203,0.7364,0.5651,0.5721,0.2688,0.6002,1.1491,0.6892,0.8487,0.6892,0.2856,0.3627,0.7798,0.0173,0.211,0.6675,0.6621,0.2564,0.0169,0.6248,0.359,1.0463,0.846,0.139,0.4062,0.6232,0.8383,0.6847,0.4266,0.7045,0.6049,0.6453,0.6675,0.8383,1.1723,-0.0876,0.0623,0.5382,1.154,0.9898,4,6,1.0
2990,0.464,0.9442,-0.0113,-0.0926,1.0495,0.9479,0.7856,0.9166,-0.1423,0.7072,-0.082,0.2047,0.4503,0.8376,0.7683,0.2128,0.5364,1.0501,0.2011,0.6515,1.1971,0.3056,0.9336,0.7997,0.2496,-0.369,0.4755,0.736,0.9218,0.7951,0.2979,0.5949,-0.3048,0.2475,0.1812,0.891,1.0816,0.9421,0.8692,0.2127,1.036,1.3667,0.2992,0.972,0.6619,0.8319,0.9931,0.2854,0.7491,1.5354,2,7,1.0
1837,0.5371,0.8189,-0.189,0.7408,0.1429,0.8756,0.1701,1.0449,0.4717,0.2261,1.1051,-0.2762,1.594,0.2687,0.4817,0.9585,0.8805,0.654,0.9501,0.0219,0.7302,0.3704,0.5464,0.4057,0.0074,0.1297,0.9662,0.7147,0.7498,0.9754,0.8057,1.3705,1.0856,-0.2781,0.3371,1.0194,0.7569,0.8664,0.3102,0.2626,-0.1823,0.4359,0.3134,0.8378,0.1991,-0.1511,0.9739,0.2742,0.3709,0.3642,1,6,1.0
3834,0.2329,0.6107,0.6822,0.701,0.1584,0.0754,0.037,0.9009,0.2683,-0.0109,0.4262,0.2358,0.2527,-0.0658,0.5694,0.6685,0.1938,0.9529,0.5283,0.9422,0.4729,0.8172,0.1266,0.5817,0.312,0.5185,0.8471,0.4925,0.849,0.3498,1.0083,0.5124,1.2757,1.3585,0.3462,-0.1953,0.2863,1.0165,0.4804,1.3929,1.3046,0.5853,0.3684,0.0306,1.1144,0.5669,1.2575,0.9372,0.3902,0.7694,3,7,1.0
2831,0.1155,0.2178,-0.1171,0.1471,1.1422,0.8162,1.0893,0.4963,0.2709,0.6702,0.0671,0.0609,0.4351,0.3191,1.0523,0.3736,0.2714,0.9938,0.6661,0.6968,1.0782,-0.0901,0.8636,0.8377,0.399,0.0575,0.3616,1.2999,0.602,0.752,-0.1191,0.5502,-0.5336,0.3642,0.8937,1.2029,1.177,0.3969,0.6952,0.0747,1.0135,0.4148,0.1483,1.0532,0.9148,0.4881,0.3907,0.1264,0.7048,1.3065,2,7,1.0
9821,0.5706,0.1395,0.0124,0.5646,0.4075,0.8514,0.8053,0.1761,0.6791,0.4879,0.0922,0.8681,0.2273,0.1265,0.781,0.1251,0.8217,0.4824,0.8558,0.5187,0.1772,0.8632,0.7638,0.091,0.8192,-0.2571,0.4682,0.713,1.016,0.0134,0.9225,0.4257,0.9736,0.2291,1.2296,0.7488,0.7598,0.4363,0.4466,0.8416,0.1906,0.6884,0.5298,0.4196,0.368,0.8003,0.2758,-0.1468,0.527,0.1829,7,7,1.0
4028,-0.0672,1.062,0.1992,0.658,0.9107,0.5399,-0.0461,0.9386,0.3368,0.3348,0.6455,0.5526,0.1504,0.2934,0.4196,0.3191,0.1236,0.6033,0.567,0.7093,0.8905,0.5204,0.0648,0.2705,0.2002,0.5915,0.1625,0.2709,1.0164,0.39,0.835,0.6975,0.3955,1.1733,0.0935,0.3535,0.2907,0.9579,0.428,0.8436,1.0744,0.886,0.4584,0.0603,0.8759,1.0448,1.1509,0.807,0.949,0.4012,3,7,1.0
7103,0.4579,0.2953,0.3845,1.181,0.7154,0.8362,0.1095,0.0752,0.4378,0.5574,0.3146,0.8634,0.6725,0.2375,0.1896,0.1615,0.5192,1.0894,0.2571,0.8668,-0.0374,0.4376,0.3347,0.9241,0.3957,0.2632,0.686,0.8595,0.5714,0.575,0.5503,0.5916,0.073,-0.0855,0.0746,0.415,0.8594,0.4355,0.5942,-0.1558,0.0904,1.1264,0.7226,0.5102,0.546,0.4083,1.0185,0.9042,-0.0809,1.0551,5,5,1.0
10707,-0.2031,0.7774,0.9557,0.6762,0.7458,0.9011,0.8408,0.4776,1.1074,0.9797,-0.2264,0.4388,0.5121,1.0301,0.0897,0.3847,0.4989,1.16,0.8916,1.1247,1.0824,0.5992,0.6288,0.8222,0.6967,0.9196,0.9531,-0.1199,0.4706,0.5088,-0.1832,0.6464,0.5103,0.0357,0.6457,0.6445,0.4231,0.7533,1.3539,0.7903,0.8523,0.5682,0.9537,0.46,0.7288,0.8771,0.7741,1.2254,0.9221,0.7401,8,5,1.0
7273,0.2342,0.3023,0.4565,0.158,0.6188,0.3681,0.7719,0.1732,0.5829,1.0806,0.0905,-0.0719,0.5656,0.1559,0.3781,0.3873,0.1758,0.5608,0.6002,0.4249,0.2772,0.4343,0.2665,0.043,0.7124,0.2257,0.542,0.5056,0.5015,0.473,0.0485,0.0893,0.55,0.5464,0.8124,0.0837,0.5103,1.0166,0.8263,0.3105,-0.1812,0.3982,0.6636,0.6811,1.0877,0.3916,0.3768,0.8002,0.1489,0.6924,6,9,1.0
1003,0.4808,0.4724,0.3024,0.2454,0.7817,1.055,0.4523,0.4041,0.0368,0.5352,0.603,-0.0201,0.7372,0.147,0.4176,0.4323,0.7097,0.7408,0.3733,0.1644,0.2225,0.4941,0.3339,0.536,0.1506,0.6853,0.1618,0.2156,0.6023,0.5299,0.1398,-0.3272,0.5546,0.4465,0.5922,0.7986,0.4163,0.5905,0.971,0.3321,0.7442,-0.1705,0.9124,-0.1218,0.5915,0.2668,0.7943,1.4454,0.8656,0.1156,0,6,1.0
10871,0.0406,0.4655,0.6612,0.8914,0.941,0.3943,0.9994,0.6484,0.7732,0.8842,0.1045,0.5711,0.1395,0.1342,0.503,1.0274,0.5498,0.7667,0.717,0.8224,0.8309,0.7459,0.9734,1.07,1.1459,0.5338,0.7823,-0.1146,0.8268,0.5215,0.338,0.8463,0.7116,0.3841,0.386,0.4991,0.5961,-0.2795,1.1129,0.9699,0.8255,-0.0109,0.8314,0.1595,0.8249,1.078,1.3584,0.2669,0.8969,0.4613,8,5,1.0
8518,0.5263,-0.0829,1.0432,0.0225,0.6438,0.5855,0.5362,1.2159,0.9121,0.9876,0.146,0.7799,0.556,1.0099,0.4099,0.7602,-0.0239,0.3531,0.7772,0.4988,0.1553,0.9151,0.2672,0.5352,0.4692,0.4686,0.5555,0.3143,0.8219,0.757,0.4992,0.5712,0.4176,0.2833,0.6562,0.533,0.4109,1.0227,0.7886,0.7467,0.688,1.5465,0.7176,0.6914,0.8971,0.9684,0.9423,-0.2745,0.8683,0.4503,6,7,1.0
5624,0.3097,0.7419,0.4982,0.6939,0.3764,0.0442,1.1745,0.6146,0.5219,-0.1888,0.9685,0.6906,0.3661,0.6876,0.2853,0.3725,0.7884,0.8121,0.7014,0.7192,0.3532,0.5625,0.8498,0.114,0.1797,0.7104,0.7457,0.3695,0.189,0.9282,0.4638,0.8397,1.0167,-0.2018,1.0012,0.5656,1.0289,0.8249,0.2763,0.7447,0.6172,1.0938,0.378,0.7713,0.7621,-0.1127,0.1537,0.4542,0.9586,1.2466,4,6,1.0
4031,0.3114,1.0592,0.8296,0.9069,0.3987,0.297,-0.1066,0.8669,0.2448,0.2234,0.3183,0.4727,0.1813,0.4648,0.1821,0.0574,-0.1345,0.9146,0.2092,1.1259,0.5506,0.2348,-0.0085,0.3299,0.2916,0.6172,0.7204,0.4284,1.1971,0.496,0.4394,0.1141,1.0215,0.7357,0.1194,0.0354,0.3927,0.7081,0.4398,0.6713,0.9481,0.7344,0.2855,0.0599,0.8398,0.8629,1.0847,0.4864,0.9269,0.8124,3,7,1.0
11533,0.3332,0.5371,0.5919,0.0056,0.173,0.3556,0.5104,-0.0656,0.1239,0.7908,-0.0978,0.8164,1.607,0.3232,0.8028,0.2545,0.1494,0.2841,-0.4708,0.4236,0.8638,0.4931,0.1611,0.0763,0.3507,1.076,1.1403,0.2666,0.2441,1.196,0.6285,0.2168,-0.2002,0.4805,0.3587,-0.1845,0.916,0.0637,0.4364,0.3465,0.6443,0.0364,-0.0718,0.9106,0.9927,-0.0282,0.607,0.2203,0.0831,-0.153,9,6,1.0
10192,0.5787,0.1479,0.6191,0.5053,0.8283,0.8248,0.5031,0.1334,-0.0903,0.1259,0.747,0.8745,0.2833,0.709,0.3007,0.923,0.7612,0.8127,0.6802,0.4102,0.3235,1.3978,0.9422,0.9802,0.6141,0.7914,0.4987,0.2441,0.4481,0.0284,0.2125,-0.0351,0.7344,0.3405,0.8344,1.0495,-0.2204,0.1248,-0.0641,0.8136,0.228,0.2075,0.5006,0.616,0.3683,0.2535,0.759,0.6328,0.2231,0.5148,8,9,1.0
10605,0.0623,0.6261,0.8726,0.8568,-0.2431,1.0681,0.1628,0.6355,0.3086,1.2131,0.0298,0.093,0.6892,0.3205,0.1805,-0.0513,1.1881,-0.027,1.0556,0.639,0.3991,0.3285,0.8066,0.1,0.7788,0.7174,0.7286,0.5477,0.3476,1.1108,0.0251,0.2563,-0.0408,0.7249,1.0023,0.5743,0.5788,0.5776,0.8119,-0.2964,0.609,0.9756,-0.0075,0.0519,1.0893,0.3469,-0.0366,0.6019,0.9938,0.2262,8,8,1.0
3292,0.2648,0.9585,0.0892,0.0014,0.2918,1.1961,0.7768,0.3414,1.1651,0.6113,0.1408,0.3737,0.3426,0.6525,0.275,0.459,0.7122,0.7646,0.6273,0.0046,0.757,0.6709,0.179,0.5173,0.649,0.4301,0.8516,0.92,-0.235,0.2214,0.7873,0.9076,0.3793,0.0833,1.1686,0.9738,0.4816,1.255,1.0428,0.1324,1.0985,0.7987,-0.253,-0.0424,0.2603,-0.0993,1.0136,0.179,-0.2279,0.0442,2,6,1.0
7030,0.2258,-0.0942,0.2162,0.8836,1.0252,0.7728,0.1122,-0.0212,0.0407,1.1805,-0.1293,0.8934,0.713,0.4142,-0.0879,0.5745,0.5491,0.5466,0.6051,0.4937,0.0828,0.4368,0.1863,0.6504,0.6128,0.6436,0.6168,0.7762,0.8131,0.1401,0.3014,0.8511,0.371,-0.0115,0.1318,0.9526,0.5874,0.527,0.5631,-0.0425,0.5487,0.7288,0.8791,0.8595,0.544,0.3383,0.9782,0.8522,0.3782,0.8961,5,5,1.0
1642,0.464,0.4999,-0.0498,0.6118,0.276,0.687,0.1263,0.5738,-0.0156,0.6228,0.7749,-0.144,1.0083,0.4457,0.1901,0.8712,0.3385,0.3641,0.6682,-0.0113,0.7454,0.6937,0.7278,0.1448,0.3856,0.073,1.0469,1.0334,0.7642,0.6982,1.0291,0.6285,1.1015,0.5468,0.7895,0.2998,0.3244,0.3698,0.5138,0.967,-0.2069,0.8595,0.1875,0.9551,0.0516,0.341,1.2149,0.4271,0.4753,0.0663,1,6,1.0
6223,0.2906,0.2322,1.2884,0.2312,0.5333,0.326,-0.0357,0.6386,0.3887,0.7448,0.4163,1.1297,0.9306,1.1699,0.5213,0.0152,-0.0764,0.0692,0.4006,0.5158,0.7728,0.4957,0.3001,0.3456,0.3515,-0.0044,0.4326,0.5188,0.3848,0.2501,-0.1698,0.7774,0.5406,0.6044,0.2014,0.3281,0.8036,0.3673,0.2271,0.5145,0.4159,0.2814,0.1826,-0.009,0.2521,0.5607,0.3337,-0.0629,1.1473,0.1084,4,7,1.0
9318,0.2252,0.8805,0.7469,-0.1386,0.9137,0.81,0.3206,0.1048,-0.0175,0.1315,0.5053,0.8079,0.3982,0.7489,0.7846,0.8045,0.7308,0.5461,0.956,0.5202,0.1336,-0.6091,0.9919,0.0801,0.2171,0.2949,1.0183,0.166,0.6345,0.4334,0.2639,0.6754,1.1275,0.6484,0.966,0.8969,0.2906,0.6654,-0.2577,0.3943,0.6431,0.4306,0.3289,0.4123,0.6832,0.5247,0.4545,0.3289,0.68,0.2856,7,8,1.0
1731,0.5259,0.7094,-0.3507,0.6765,0.143,0.6269,0.5765,0.6819,0.3837,0.4024,0.8455,0.1227,1.1321,0.2798,0.8578,0.586,-0.1106,0.95,0.6009,0.264,0.4162,0.4947,0.7042,0.3506,0.6818,0.019,0.9032,0.5313,0.6956,0.9556,0.8139,0.9637,1.2185,0.0032,0.1833,0.9493,0.7562,0.5636,0.7121,0.6405,0.0272,0.2092,0.4637,0.6629,-0.1907,0.1814,1.1331,0.287,-0.1304,-0.0472,1,6,1.0
6234,-0.0143,0.568,0.9097,0.5313,0.062,0.4827,0.1549,0.4867,0.3826,0.9259,0.4096,0.4175,0.5659,1.0516,0.7924,0.4431,-0.3276,-0.0683,-0.4468,0.6686,1.3357,0.1347,0.6595,0.4469,0.049,0.1318,0.4758,0.8978,0.0601,0.5763,0.0844,0.474,0.3407,0.5666,0.138,0.1537,1.0404,0.4904,0.0534,0.2971,0.5104,0.1154,0.4917,0.2549,-0.2299,0.1158,0.6602,-0.1885,1.0812,0.4517,4,7,1.0
6183,0.1551,0.0957,0.7109,0.4496,0.543,0.4603,0.1269,1.0748,0.1116,0.7102,0.87,0.2719,1.3344,0.7763,0.6613,0.1595,-0.0069,-0.1136,0.4383,0.2588,1.3903,0.9453,0.5718,0.4578,-0.1484,0.3491,0.0421,0.4793,0.5004,0.4355,0.2187,0.8817,0.7346,0.3583,0.1122,0.5772,0.6279,0.007,0.0752,0.612,0.7294,-0.3289,0.3619,-0.1772,-0.0855,0.489,0.745,-0.0471,0.8465,0.4361,4,7,1.0
4109,0.2581,0.9069,0.9162,0.0792,-0.0108,0.6047,1.2424,0.2579,1.1912,1.3026,0.4525,0.8724,0.9555,-0.242,0.4182,0.6649,0.1181,0.5179,0.2365,0.4151,0.8331,0.7839,0.528,0.7615,0.0307,0.2845,1.054,0.6336,0.2189,0.6121,1.0548,0.638,-0.0721,0.5146,1.0876,0.0524,0.1114,1.0581,0.8678,0.9939,0.2084,0.0546,0.2387,0.3005,0.2306,0.9352,1.4332,0.5005,1.0208,0.8303,3,9,1.0
8763,-0.1996,0.4928,0.865,0.2032,0.0398,0.5096,0.6881,0.684,0.4572,0.259,0.5341,-0.1822,0.871,0.9444,0.4475,0.0641,0.3487,0.0574,0.5916,-0.0036,0.5901,0.1282,0.5048,0.8767,1.0715,0.74,0.5927,0.006,0.5479,0.5161,1.3014,0.0746,0.2135,0.891,0.8997,0.3379,0.6355,-0.016,0.1668,0.8051,0.4704,1.0254,1.1727,0.7942,0.8305,0.0779,-0.1413,0.319,0.1787,0.697,7,6,1.0
7265,-0.0992,0.3496,0.3088,0.2461,0.801,0.2392,0.8595,-0.0587,0.6265,0.8473,0.1257,0.2905,0.0293,0.3944,0.4794,0.325,0.5916,0.4722,0.5291,0.6696,0.4013,-0.0792,0.3992,0.1485,1.1226,0.2919,0.1136,0.1981,0.4551,0.1207,0.2185,0.0183,0.5502,0.4467,0.4264,-0.0512,0.2139,0.9544,0.5676,0.6137,0.2867,0.6335,0.7216,0.6351,0.5534,0.1211,0.6515,0.8393,0.3311,0.4776,6,9,1.0
10961,0.8358,0.5738,0.7589,-0.3352,-0.0419,0.8929,0.6939,0.4847,1.0637,0.1663,0.1613,0.4364,0.8114,-0.0495,0.4686,0.1719,0.5874,0.4827,0.2403,0.7539,0.3195,0.121,0.3968,0.3657,-0.0554,0.4052,0.0977,0.4928,0.1683,-0.2302,0.2436,0.5384,0.8236,0.3077,0.5802,0.3208,0.7639,0.4269,0.3174,0.4504,0.7323,-0.1569,1.1348,0.2764,0.1984,0.3981,0.2711,1.049,0.4159,-0.1172,9,8,1.0
7884,0.532,0.1348,0.3628,0.7269,1.0385,0.3533,0.137,0.6613,0.1563,0.5435,0.6003,0.146,0.6617,-0.025,1.4214,0.0352,0.7287,0.8572,-0.0889,0.2485,0.0276,0.2239,0.3068,0.6352,0.1362,1.003,-0.2814,0.8495,1.102,0.793,0.8942,0.7211,0.3872,0.6834,0.2582,0.2175,1.1558,0.0467,0.2374,-0.0997,-0.0047,0.8724,0.2701,0.7341,0.5631,0.5429,-0.167,0.9204,0.5921,0.334,6,5,1.0
7902,0.54,0.2881,-0.3055,0.2479,0.7808,0.3401,0.4388,0.786,0.5095,0.7394,-0.2717,0.1845,0.537,0.1377,0.64,0.0259,0.4934,1.0887,-0.2536,-0.1066,-0.0401,0.1698,0.6315,0.604,0.2532,0.6752,0.0109,0.8947,1.0707,0.9054,0.7827,0.4951,0.7723,-0.0739,0.3701,0.5713,1.1054,0.2744,0.4564,-0.0952,0.4126,0.4656,0.3621,0.7626,0.0844,0.5539,-0.0565,0.8071,0.2893,0.3631,6,5,1.0
9665,1.5451,0.33,0.571,0.6661,1.0815,0.1832,1.1352,0.5135,1.0768,0.9423,0.5016,0.2412,1.2993,0.3376,0.4877,0.3514,0.6322,0.6237,0.8766,-0.5474,1.0086,0.4785,0.3967,0.5298,0.7881,0.9152,0.3941,0.3185,0.3406,0.8317,0.1528,0.3862,0.2188,0.4841,0.0166,0.3531,0.0647,1.1119,0.8229,1.1166,0.2719,1.0858,-0.1115,0.3047,1.0499,0.2345,0.7624,0.0713,0.7682,0.652,7,5,1.0
8669,0.5273,0.2703,0.9656,-0.0823,0.6317,0.6089,0.1573,0.7682,0.6951,1.0187,0.4086,0.0163,0.4829,1.0161,-0.0467,1.027,0.295,0.3212,1.139,0.2506,0.2012,0.7198,0.5259,0.456,0.3577,0.5442,0.9248,0.4384,0.9843,0.4529,0.0433,0.5885,0.6805,0.3788,0.7801,0.4316,0.4369,1.2772,0.5157,0.3673,0.3097,0.6312,1.1923,0.5039,1.053,0.9948,1.1407,-0.0801,1.0402,0.9536,6,7,1.0
6124,-0.0211,0.5961,0.3038,0.819,0.5017,0.4595,1.2595,0.8516,0.8022,-0.1711,0.2677,0.1865,0.7442,0.2672,0.697,0.1065,1.0697,-0.0057,0.7885,1.0832,0.556,0.6796,1.0212,-0.355,0.6452,1.0477,0.3616,0.7979,1.0062,0.4992,1.0248,0.0892,0.3089,0.7654,0.1022,0.101,0.6969,0.9659,0.8814,0.6217,-0.0132,0.0552,0.547,1.1301,0.1152,0.3027,0.5281,0.9226,1.1384,0.174,4,5,1.0
1761,0.041,0.4837,0.1961,0.5767,0.3373,0.7407,0.2862,0.8554,0.1575,0.5783,0.9251,0.011,0.618,0.0736,0.39,0.869,-0.1262,0.9255,0.5412,0.5707,0.2667,0.563,0.9792,-0.1453,0.3205,0.1128,1.4613,1.0343,0.9241,0.7496,1.1825,0.6501,1.2379,0.4915,0.5972,1.0246,0.1549,0.1632,0.3044,0.9227,0.1823,0.7971,0.1899,0.5569,-0.4234,-0.0101,0.9936,0.3275,-0.3048,-0.0842,1,6,1.0
6971,0.2365,0.6075,0.3031,0.7334,0.8848,0.72,0.5916,0.2918,0.4084,0.5688,-0.0261,0.8001,0.761,0.491,0.4619,0.6763,0.1988,0.9111,0.3124,0.635,0.141,0.6921,0.2699,0.3991,0.3,0.3195,0.6414,0.7468,0.7823,0.7579,0.1175,0.885,0.0296,0.2429,0.1446,0.7931,1.1153,0.3735,0.1438,0.0586,0.5006,0.7786,0.8176,0.1662,0.7848,0.8876,0.6692,0.6519,0.0799,0.6733,5,5,1.0
9381,0.8201,0.9811,0.1761,0.4187,0.647,0.5808,0.7415,0.0401,0.9191,0.9768,-0.2847,0.4807,0.7724,0.4375,0.4209,-0.2004,0.5099,0.7134,1.0496,-0.2945,0.7607,0.6778,0.2394,0.1957,0.6884,0.5269,0.6655,-0.0464,0.3233,1.3739,0.5559,0.8445,0.0898,0.4181,0.3555,0.8567,-0.0049,0.7277,0.3986,0.6773,0.7088,0.8147,-0.1036,0.1289,0.6875,0.3598,0.6504,0.861,1.3381,0.7074,7,5,1.0
10905,0.2744,1.0235,0.5783,0.2036,0.0194,1.0659,0.7104,0.9601,0.0608,0.3106,1.0163,0.5379,0.6924,0.7276,0.7153,0.6509,-0.4295,0.5841,0.361,0.8879,0.6196,0.6122,0.4323,0.4189,0.3628,0.9436,0.4623,1.1615,0.8538,0.7218,0.1886,0.7286,-0.2487,0.6494,0.8439,0.6322,0.4799,-0.0487,0.7603,0.1341,0.7977,0.5116,0.8211,0.1534,0.5863,0.6381,1.2081,1.0287,0.9334,0.1364,9,9,1.0
9303,0.3051,0.6909,0.8545,0.329,0.6843,0.6816,-0.263,-0.1578,0.4071,0.622,0.1926,1.0843,-0.245,1.0317,0.5182,0.5545,1.0466,0.5969,1.1465,0.6986,0.1265,-0.5776,0.9672,0.3334,-0.1235,0.1977,1.0198,0.2087,0.712,0.3991,0.5085,0.0349,0.4725,0.89,0.8282,0.6076,0.8289,1.0757,0.3493,0.6607,0.3897,0.48,-0.2163,0.1242,0.6021,0.5498,0.2806,0.0471,0.9116,0.4389,7,8,1.0
4893,-0.3,1.2053,0.3958,0.6151,0.5957,0.4215,-0.1187,0.5723,0.9825,0.5543,0.768,0.7408,0.3021,0.2675,0.7382,0.5333,0.3605,0.8382,1.0552,0.4769,0.8389,0.3165,0.9383,0.0327,0.9192,0.3178,0.4324,0.495,0.1176,0.2977,0.2762,0.7684,0.3232,-0.0884,0.9174,-0.0092,0.7824,0.9265,0.4692,-0.1649,0.4595,0.6555,0.6708,0.6226,0.1482,0.5739,0.5405,0.4648,0.649,0.5749,3,5,1.0
5101,0.2264,0.638,0.5503,0.7966,0.2747,-0.0076,0.4319,0.4054,0.5986,0.3807,0.111,0.3865,0.7394,0.2792,0.9361,0.2872,1.0641,0.3286,0.8651,0.7388,0.742,0.37,0.9264,-0.0321,0.8805,0.0918,0.7021,0.3522,0.0451,0.7703,0.899,0.1022,0.6039,0.9205,1.0374,0.2437,0.4857,0.5425,0.2433,0.4907,-0.1165,0.9726,-0.0594,0.528,0.8055,0.1454,0.4559,1.1229,0.4517,0.4417,4,9,1.0
3445,0.48,1.128,0.5965,0.7025,0.4005,0.9356,0.2525,0.391,0.0336,-0.0017,0.7603,0.9609,0.1376,0.3804,-0.2609,0.345,0.4809,0.2791,0.1685,0.8156,0.4499,0.6196,0.9118,0.5091,0.4611,0.8031,0.8314,0.0861,0.5255,0.4925,0.2787,0.0479,0.5647,0.3285,0.0124,0.9744,0.7678,0.4797,0.323,0.3082,0.8651,0.1493,0.3424,0.6063,1.1135,1.0206,0.5735,0.7941,0.0766,0.504,2,9,1.0
8478,0.5551,0.12,0.9731,0.0074,0.4787,0.3641,0.5542,1.1944,0.5065,1.0935,0.4976,0.4542,0.5953,1.1251,0.3002,1.1862,0.1922,0.6591,0.8183,0.3157,0.6523,1.2037,0.597,0.867,0.3946,0.3507,0.5782,0.2411,0.726,0.8047,0.3222,0.2345,0.4329,0.1811,0.8545,0.5103,0.3779,1.0427,0.0382,0.6938,0.1946,0.5783,0.8109,0.4668,0.5987,1.0131,0.8809,0.0966,0.5695,0.1804,6,7,1.0
7353,-0.1828,0.1536,0.1727,0.1001,0.4564,0.3001,0.6917,0.1554,0.0766,1.0428,0.4855,-0.0334,-0.1855,0.2416,0.5234,0.5203,0.5602,0.7785,0.4208,0.7673,0.2298,-0.2561,0.222,0.5242,1.4863,0.375,0.1981,0.6988,0.7141,0.2415,0.3577,-0.094,0.7416,0.3363,0.9145,0.0772,0.4053,0.9511,0.1677,0.6398,-0.128,0.5684,0.8841,0.2534,0.5836,0.3938,0.9823,1.0563,0.2338,0.8952,6,9,1.0
1774,0.2518,0.5198,0.1724,0.6401,0.141,0.6364,0.5054,0.6417,0.2976,0.398,0.8869,-0.1853,0.9049,0.3648,0.547,0.9011,0.0546,0.5068,0.6744,-0.1094,0.6851,0.0564,0.6119,0.2145,0.6922,0.0787,0.808,0.991,0.7016,1.2765,1.0707,0.7994,0.7955,0.807,0.364,0.4505,1.0309,0.189,0.0568,0.4857,0.3877,0.4023,0.1146,1.0602,0.4302,0.1301,1.1592,-0.1939,0.0946,0.0133,1,6,1.0
4203,0.673,0.9811,0.7153,0.0159,0.0893,0.9113,1.1404,0.6386,0.8472,0.7079,0.5973,0.5549,0.5855,-0.1589,0.3689,0.5274,0.3698,0.7142,0.1574,0.5975,0.7919,0.3891,-0.0046,0.3878,0.017,0.8947,1.3282,0.9359,-0.0444,1.1474,0.788,0.1764,0.4079,0.6325,1.1314,0.3926,0.5845,0.5482,0.3943,1.1741,0.9309,0.0668,0.4718,0.018,0.4067,0.5754,0.9917,0.515,1.0909,0.7665,3,9,1.0
7151,0.148,0.3419,0.2383,1.1478,0.5128,1.021,0.3217,-0.2945,0.0036,0.7314,-0.069,1.2154,0.798,0.2917,0.1226,0.2982,0.0751,0.5257,0.2875,0.603,-0.4174,0.5036,0.2906,0.8383,0.2943,0.5707,0.8778,0.5406,0.6544,0.4041,0.0932,0.6682,-0.0972,0.4549,-0.0403,0.3441,1.3826,0.3634,0.6676,-0.4474,0.2603,0.8931,0.5911,-0.136,0.614,0.0971,0.6672,1.0941,0.3103,0.7357,5,5,1.0
3561,0.4199,0.9574,0.2743,0.2651,0.7008,1.0846,0.8347,0.6217,0.4019,-0.2339,0.9037,1.064,-0.0986,0.3904,-0.1181,0.5685,0.5258,-0.0659,0.0042,0.6769,0.5233,0.7473,1.061,0.3988,0.6573,0.9763,0.8054,0.52,0.8136,0.4011,0.4286,-0.0064,1.1266,0.2057,0.261,1.1024,0.4707,0.4154,0.3762,0.1231,0.9345,0.5923,1.1163,0.408,0.563,1.1809,0.7917,0.4812,0.4244,0.0048,2,9,1.0
